Processes: 381 total, 3 running, 378 sleeping, 1640 threads 
2024/10/28 13:36:50
Load Avg: 2.34, 2.42, 2.33 
CPU usage: 11.73% user, 17.33% sys, 70.93% idle 
SharedLibs: 307M resident, 47M data, 18M linkedit.
MemRegions: 252970 total, 1806M resident, 81M private, 524M shared.
PhysMem: 8082M used (2128M wired), 108M unused.
VM: 27T vsize, 3099M framework vsize, 107178992(0) swapins, 109325453(0) swapouts.
Networks: packets: 79133800/100G in, 39644768/12G out.
Disks: 33642606/1167G read, 15164375/944G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
377    BTLEServer       0.0  00:01.79 2     1   35     1256K 0B    812K  377   1     sleeping *0[1]       0.00000 0.00000    0   80147     137     2903      2492      14828     13571      22545      1310    0        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
376    appleeventsd     0.0  00:23.25 2     1   638    13M   0B    10M   376   1     sleeping *6[10]      0.00000 0.00000    55  226492    135     669916    341024    1028952   1106226    362767     180     716      0.0   0      0      _appleevents           N/A    N/A   N/A   N/A   N/A   N/A  
370    TouchBarServer   0.0  39:46.29 6     2   448    30M   2688K 10M   370   1     sleeping *0[1]       0.00000 0.00000    0   1223139   39679   11209369  6232696   60254544  99326537   38786713   10900   269608   0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
352    biokitaggdd      0.0  00:01.16 2     1   36     1080K 0B    1072K 352   1     sleeping  0[0]       0.00000 0.00000    0   38991     104     2152      6581      22812     8788       22395      124     96       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
350    distnoted        0.0  00:07.58 2     1   29     428K  0B    268K  350   1     sleeping *0[1]       0.00000 0.00000    88  24292     85      99        63426     253939    128035     122464     0       5        0.0   0      0      _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
345    thermald         0.0  00:01.74 2     1   33     704K  0B    696K  345   1     sleeping *0[1]       0.00000 0.00000    0   17189     114     6322      4351      38163     12117      23720      102     5        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
342    com.apple.AppleU 0.0  39:16.80 3     2   224    3624K 0B    2692K 342   1     sleeping  0[1]       0.00000 0.00000    270 695772    57      55034322  33226683  32655071  23404832   24033312   5040    3136     0.0   0      0      _driverkit             N/A    N/A   N/A   N/A   N/A   N/A  
340    wifianalyticsd   0.0  00:54.03 2     1   65     5396K 0B    5288K 340   1     sleeping *0[3013]    0.00000 0.00000    0   393272    235     20768     11867     251240    43482      120862     7278    1477     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
331    distnoted        0.0  00:07.64 2     1   29     428K  0B    264K  331   1     sleeping *0[1]       0.00000 0.00000    269 24756     85      99        63427     253943    128037     110926     0       3        0.0   0      0      _reportmemoryexception N/A    N/A   N/A   N/A   N/A   N/A  
329    distnoted        0.0  00:08.37 2     1   30     428K  0B    260K  329   1     sleeping *0[1]       0.00000 0.00000    89  26164     86      124       63483     254244    128163     120464     0       5        0.0   0      0      _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
325    mds_stores       0.0  30:47.31 5     3   102    40M   44K   18M   325   1     sleeping *0[1]       0.00000 0.00000    0   25368029  1096    1240803   1246302   52142067  6207227    16283413   854594  29904    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
323    UVCAssistant     0.0  04:45.59 4     3   104    3520K 0B    2728K 323   1     sleeping *0[1]       0.00000 0.00000    262 120240    187     3901581   2926511   3257318   5557838    2780413    2755    135489   0.0   0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
321    distnoted        0.0  00:08.41 2     1   29     420K  0B    252K  321   1     sleeping *0[1]       0.00000 0.00000    242 23888     85      99        63428     253947    128039     123281     0       4        0.0   0      0      _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
319    searchpartyd     0.0  00:10.49 3     1   95     4164K 0B    2556K 319   1     sleeping *0[3633]    0.00000 0.00000    0   243295    403     7806      6927      105252    36288      94315      6152    1116     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
318    suhelperd        0.0  00:01.23 2     1   64     5276K 0B    5272K 318   1     sleeping *0[503]     0.00000 0.00000    0   27979     190     3586      2330      15849     9427       7103       136     44       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
317    distnoted        0.0  00:08.88 2     1   29     428K  0B    268K  317   1     sleeping *0[1]       0.00000 0.00000    200 24372     85      99        63429     253950    128041     120314     0       4        0.0   0      0      _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
315    nsurlsessiond    0.0  00:38.68 5     4   89     3452K 0B    1992K 315   1     sleeping *0[3132]    0.00000 0.00000    242 530970    245     14408     10650     1223216   49129      511046     1205    41105    0.0   0      0      _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
314    softwareupdated  0.0  05:36.76 5     1   214    45M   0B    40M   314   1     sleeping *0[740]     0.00000 0.00000    200 3019784   476     376673    159580    6099515   811775     2613767    19539   15325    0.0   0      0      _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
312    SubmitDiagInfo   0.0  00:28.82 3     1   87     4852K 0B    4456K 312   1     sleeping  0[0]       0.00000 0.00000    0   333878    254     9224      5499      3321533   30538      189654     3601    14144    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
277    distnoted        0.0  00:09.85 2     1   30     420K  0B    244K  277   1     sleeping *0[1]       0.00000 0.00000    205 26548     86      103       63434     271723    128050     115254     4       5        0.0   0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
267    systemstatusd    0.0  00:00.18 2     1   45     1056K 0B    1052K 267   1     sleeping *0[63]      0.00000 0.00000    0   8034      119     258       122       2058      561        1761       75      11       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
265    awdd             0.0  00:17.47 2     1   98     1728K 0B    1712K 265   1     sleeping *0[679]     0.00000 0.00000    0   186731    156     4377      21394     560655    47742      119814     4902    1785     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
262    VDCAssistant     0.0  00:01.28 2     1   61     1864K 0B    1860K 262   1     sleeping *0[1]       0.00000 0.00000    262 64791     154     4356      3354      6417      11111      24006      295     22       0.0   0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
256    airportd         0.0  18:46.98 11    9   1052   14M   0B    6748K 256   1     sleeping *1773[82]   0.00000 0.00000    0   3693138   321     5245721   2433358   28060453  8720756    8641059    40644   10045    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
253    apfsd            0.0  00:01.52 2     1   42     1072K 0B    1064K 253   1     sleeping *0[1]       0.00000 0.00000    0   56908     111     19455     2073      4475      29515      28624      289     107      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
248    diskmanagementd  0.0  00:01.54 6     1   280    4560K 0B    4556K 248   1     sleeping *0[1]       0.00000 0.00000    0   28641     243     46296     21340     41302     59788      10816      625     70       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
243    multiversed      0.0  00:00.01 2     1   33     636K  0B    632K  243   1     sleeping *0[1]       0.00000 0.00000    0   720       99      82        39        422       171        105        0       0        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
239    lsd              0.0  00:37.09 2     1   129    2764K 0B    1744K 239   1     sleeping *0[1313]    0.00000 0.00000    0   669445    4419    10252     8670      222992    29437      224558     227858  902      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
229    mDNSResponderHel 0.0  00:16.16 3     1   41     1472K 0B    1400K 229   1     sleeping *0[1]       0.00000 0.00000    0   15613     135     601098    300638    302528    301439     357104     499     92513    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
222    distnoted        0.0  00:08.82 2     1   29     424K  0B    260K  222   1     sleeping *0[1]       0.00000 0.00000    202 24331     85      98        63431     253957    128050     99869      0       5        0.0   0      0      _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
218    mDNSResponder    0.0  01:09.43 5     3   188    4164K 0B    1956K 218   1     sleeping *0[1]       0.00000 0.00000    65  505704    209     227621    99929     2771374   410975     1132417    7231    53869    0.0   0      0      _mdnsresponder         N/A    N/A   N/A   N/A   N/A   N/A  
214    symptomsd        0.0  01:33.57 3     2   126    4720K 64K   1768K 214   1     sleeping *0[2408]    0.00000 0.00000    24  953493    219     75764     41301     2204855   166194     981142     24699   7421     0.0   0      0      _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
202    coreaudiod       0.0  75:39.06 9     1   664    21M   0B    9372K 202   1     sleeping *0[1]       0.00000 0.00000    202 2730498   360     6159717   1658839   14160498  9657924    11068810   14076   1758050  0.0   0      0      _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
191    distnoted        0.0  00:11.52 2     1   33     456K  0B    244K  191   1     sleeping *0[1]       0.00000 0.00000    0   32949     88      103       63445     323261    128066     103885     34      5        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
188    contextstored    0.0  05:33.72 2     1   124    4592K 680K  1260K 188   1     sleeping *0[18662]   0.00000 0.00000    0   3747888   224     638385    515162    7422256   3359176    3564561    12635   27827    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
185    runningboardd    0.0  08:29.60 3     2   372    6368K 0B    1476K 185   1     sleeping *16[1]      0.00000 0.00000    0   1895057   148     892624    1008734   16937876  3124830    6419867    8969    55365    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
184    authd            0.0  00:07.63 3     2   90     2140K 0B    1932K 184   1     sleeping *0[3443]    0.00000 0.00000    0   188389    172     9264      7664      199563    47003      52823      3071    352      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
176    analyticsd       0.0  00:52.32 2     1   492    5076K 168K  2668K 176   1     sleeping *906[3]     0.00000 0.00000    263 587276    188     596669    320321    1477222   957111     276093     7314    580      0.0   0      0      _analyticsd            N/A    N/A   N/A   N/A   N/A   N/A  
174    loginwindow      0.0  02:57.62 3     1   730    113M  0B    71M   174   1     sleeping *371[810]   0.00000 0.00000    502 2504064   1600    1596781   925487    1466452   2106995    1346410    58443   12342    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
173    coreservicesd    0.0  00:24.53 4     1   273    3316K 0B    2272K 173   1     sleeping *0[1]       0.00000 0.00000    0   195816    109     1165016   508630    680171    2665876    350006     1035    27       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
170    WindowServer     0.0  12:49:47 16    5   3358   470M  6144K 127M  170   1     sleeping *0[1]       0.00000 0.00000    88  177245914 3224501 453364839 342519987 858789559 1328019423 341907096  55552   5967057  0.0   0      0      _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
168    cfprefsd         0.0  02:54.80 4     3   554    1776K 0B    344K  168   1     sleeping *0[125712]  0.00000 0.00000    0   729423    84      358315    438309    6370395   1475678    1445935    1012    13666    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
167    syspolicyd       0.0  23:47.31 8     6   372    89M   1620K 72M   167   1     sleeping *0[1]       0.00000 0.00000    0   9684690   5252    571701    282335    15878207  10808615   5392621    3444562 14936    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
165    AirPlayXPCHelper 0.0  00:20.19 4     1   202    2340K 0B    1236K 165   1     sleeping *0[1]       0.00000 0.00000    0   248418    197     59991     49682     746625    223584     408827     3590    1328     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
164    corebrightnessd  0.0  03:12.52 5     4   187    2264K 0B    704K  164   1     sleeping *0[1]       0.00000 0.00000    0   421529    176     1122232   401635    4871730   3571030    3105894    7648    164098   0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
161    notifyd          0.0  02:37.64 2     1   634    1996K 0B    416K  161   1     sleeping *0[1]       0.00000 0.00000    0   260721    69      2163925   2636884   5503743   7854879    2821700    235     449      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
158    KernelEventAgent 0.0  00:00.02 2     1   22     608K  0B    604K  158   1     sleeping *0[1]       0.00000 0.00000    0   1201      97      95        30        1110      176        370        7       3        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
157    revisiond        0.0  01:42.87 3     1   66     2820K 128K  1528K 157   1     sleeping *0[379602]  0.00000 0.00000    0   347383    157     257083    392220    3105758   4287277    724333     927     424      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
156    logind           0.0  00:00.48 2     1   85     1080K 0B    1072K 156   1     sleeping *0[1]       0.00000 0.00000    0   33740     3845    1502      930       3470      3296       8158       262     11       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
152    distnoted        0.0  02:00.85 2     1   189    808K  0B    312K  152   1     sleeping *0[1]       0.00000 0.00000    241 108554    86      2191772   195579    1689482   2528095    688593     92      57       0.0   0      0      _distnote              N/A    N/A   N/A   N/A   N/A   N/A  
150    dasd             0.0  03:40.82 2     1   583    9000K 0B    4388K 150   1     sleeping *0[17291]   0.00000 0.00000    0   1151917   273     154757    95710     3283116   612503     1673352    9133    23732    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
149    displaypolicyd   0.0  00:02.20 6     1   51     1908K 0B    1772K 149   1     sleeping *0[1]       0.00000 0.00000    244 30850     132     9247      5460      92605     18214      122206     401     1657     0.0   0      0      _displaypolicyd        N/A    N/A   N/A   N/A   N/A   N/A  
148    autofsd          0.0  00:00.03 2     1   23     628K  0B    624K  148   1     sleeping *0[1]       0.00000 0.00000    0   1269      111     83        41        449       192        348        6       3        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
145    locationd        0.0  03:15.39 5     2   219    6380K 64K   1904K 145   1     sleeping *0[10744]   0.00000 0.00000    205 1278483   354     255217    133983    3765622   1075151    1686984    35700   51789    0.0   0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
143    auditd           0.0  00:00.07 2     1   32     592K  0B    588K  143   1     sleeping *0[1]       0.00000 0.00000    0   2329      98      1041      867       683       2078       1985       33      0        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
142    securityd        0.0  00:12.15 4     1   114    4712K 0B    3052K 142   1     sleeping *0[1]       0.00000 0.00000    0   248693    240     40647     1088      197362    246208     99212      1968    314      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
141    usbmuxd          0.0  00:01.51 3     1   40     1448K 0B    1160K 141   1     sleeping *0[1]       0.00000 0.00000    213 44553     207     4096      588       41951     29824      25596      864     26       0.0   0      0      _usbmuxd               N/A    N/A   N/A   N/A   N/A   N/A  
140    timed            0.0  00:13.44 2     1   52     1292K 0B    416K  140   1     sleeping *0[1]       0.00000 0.00000    266 164715    136     51572     5870      254859    32454      204230     3138    3111     0.0   0      0      _timed                 N/A    N/A   N/A   N/A   N/A   N/A  
139    launchservicesd  0.0  02:41.92 3     2   467    5584K 0B    1144K 139   1     sleeping *18[583292] 0.00000 0.00000    0   811792    135     2288472   1541653   6192905   3860295    1849305    856     5077     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
138    apsd             0.0  00:46.78 3     1   254    4444K 40K   1584K 138   1     sleeping *0[1]       0.00000 0.00000    0   703525    266     230126    108803    1144051   749076     633346     8897    20532    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
137    opendirectoryd   0.0  04:13.88 7     6   961    6748K 12K   2272K 137   1     sleeping *0[1]       0.00000 0.00000    0   1641576   155     811122    923429    11985999  2805353    3836587    32128   12922    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
136    thermalmonitord  0.0  00:00.03 1     0   24     1020K 0B    1016K 136   1     sleeping *0[1]       0.00000 0.00000    0   1010      206     62        28        312       144        1064       5       0        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
133    syslogd          0.0  00:20.28 3     2   85     888K  0B    304K  133   1     sleeping *0[13060]   0.00000 0.00000    0   179654    71      2205      9522      1369763   239635     342697     325     2628     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
129    diskarbitrationd 0.0  00:30.21 2     1   212    1592K 0B    664K  129   1     sleeping *0[1]       0.00000 0.00000    0   250839    5955    224377    75384     466821    2930329    355374     308     0        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
128    kernelmanagerd   0.0  00:06.69 2     1   71     9680K 0B    9676K 128   1     sleeping *0[1]       0.00000 0.00000    0   242554    562     12293     12191     63717     49031      57622      3758    218      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
126    mds              0.0  20:33.72 7     4   477    32M   0B    12M   126   1     sleeping *0[1]       0.00000 0.00000    0   9502651   318     2251359   1637396   50384727  6494717    17230005   20182   196960   0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
122    watchdogd        0.0  00:15.83 3     1   52     936K  0B    508K  122   1     sleeping *0[1]       0.00000 0.00000    0   64467     110     279800    163137    103590    919804     272494     23      13324    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
116    remoted          0.0  00:54.95 3     2   238    1464K 0B    404K  116   1     sleeping *0[1]       0.00000 0.00000    0   485620    123     161571    134787    1385671   602160     634524     2413    31587    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
112    powerd           0.0  06:55.29 3     2   137    2528K 0B    524K  112   1     sleeping *0[1]       0.00000 0.00000    0   1607939   170     1798288   1318196   5090913   5246866    3350290    17489   20395    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
110    configd          0.0  01:08.85 7     1   465    3516K 0B    2852K 110   1     sleeping *0[1]       0.00000 0.00000    0   1023442   197     772851    489409    2177902   2036265    677621     27034   977      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
109    systemstats      0.0  15:19.13 3     2   101    3668K 0B    1016K 109   1     sleeping *0[549]     0.00000 0.00000    0   6386207   252     997998    519128    128595595 797404     2265231    7202    9864     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
105    mediaremoted     0.0  00:25.79 3     1   199    3180K 0B    2244K 105   1     sleeping *0[135]     0.00000 0.00000    0   301563    298     143943    83717     654007    370750     369562     3510    1926     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
104    fseventsd        0.0  15:58.32 14    1   322    3384K 0B    596K  104   1     sleeping *0[1]       0.00000 0.00000    0   3399135   105     2910250   1036919   65304899  5553440    6935610    567     268377   0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
103    uninstalld       0.0  01:35.55 2     1   41     1620K 0B    1208K 103   1     sleeping *0[1]       0.00000 0.00000    0   134146    123     33408     166       2923050   134836     486272     62      23668    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
100    UserEventAgent   0.0  01:04.40 4     1   768    3208K 0B    892K  100   1     sleeping *0[1]       0.00000 0.00000    0   619749    210     481140    426143    5658034   1156366    3122807    3542    1856     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
99     logd             0.0  12:14.39 5     4   1230   19M   0B    14M   99    1     sleeping *0[1]       0.00000 0.00000    0   4318751   120     10946545  11273135  32147025  11887459   16294091   649347  17528    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1      launchd          0.0  16:36.74 3     2   2403   19M   0B    7620K 1     0     sleeping  0[0]       0.00000 0.00000    0   2905736   58798   3157871   3206859   15545003  14324223   5377495    610     29591    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
0      kernel_task      0.0  04:49:28 205/8 0   0      280M  0B    0B    0     0     running   0[0]       0.00000 0.00000    0   1593564   6748    380829519 300714330 0         0          1988802059 154     38214337 0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
